"Static block and products","Bloc statique et produits"
"Static block only","Bloc statique uniquement"
"Status","Statut"
"Stock Availability","Disponibilité"
"Store","Magasin"
"Store View","Vue magasin"
"Stretch","Étirer"
"Subscribe to RSS Feed","S'abonner au flux RSS"
"Super product attributes configuration","Configuration des attributs du super produit"
"Synonym For","Synonyme de"
"System Properties","Propriétés système"
"Tag Name","Nom du mot clé"
"Tax","TVA & autres taxes"
"Template","Gabarit"
"Text","Texte"
"The Flat Catalog module has a limit of %2\$d filterable and/or sortable attributes. Currently there are %1\$d of them. Please reduce the number of filterable/sortable attributes in order to use this module.","Le module de catalogue à plat a une limite de %2$d attributs filtrables et/ou triables. Il y en a actuellement %1$d. Réduisez le nombre d'attributs de ce type afin de pouvoir utiliser ce module."
"The attribute model is not defined","Le modèle d'attributs n'est pas défini."
"The attribute set has been saved.","Le jeu d'attributs a été sauvegardé."
"The base directory to upload image file is not specified.","Le répertoire de base pour uploader l'image n'est pas spécifié."
"The category has been deleted.","La catégorie a été supprimée."
"The category has been saved.","La catégorie a été enregistrée."
"The comparison list was cleared.","La liste de comparaison a été vidée."
"The email template is not specified by administrator.","Le gabarit d'email n'a pas été spécifié par l'administrateur."
"The filters must be an array.","Les filtres doivent être sous forme de tableau."
"The image contents is not valid base64 data.","Le contenu de l'image ne comporte pas des données base64 correctes."
"The image is not specified.","L'image n'est pas spécifiée."
"The product %s has been added to comparison list.","Le produit %s a été ajouté à la liste de comparaison."
"The product %s has been removed from comparison list.","Le produit %s a été enlevé de la liste de comparaison."
"The product attribute has been deleted.","L'attribut de produit a été effacé."
"The product attribute has been saved.","L'attribut de produit a été sauvegardé."
"The product has been created.","Le produit a été créé."
"The product has been deleted.","Le produit a été supprimé."
"The product has been duplicated.","Le produit a été dupliqué."
"The product has been saved.","Le produit a été sauvegardé."
"The product has required options","Le produit a des options obligatoires."
"The review has been deleted","Le commentaire a été supprimé."
"The review has been saved.","Le commentaire a été sauvegardé."
"The review was removed by another user or does not exist.","Le commentaire a été supprimé par un autre utilisateur ou n'existe pas."
"The search was deleted.","La recherche a été supprimée."
"The text is too long","Le texte est trop long."
"There are no %s available.","Aucun(e) %s disponible"
"There are no customers for this alert","Il n'y a aucun client pour cette alerte"
"There are no customers for this alert.","Aucun client pour cette alerte."
"There are no products matching the selection.","Aucun produit ne correspond à la sélection"
"This Attribute no longer exists","Cet attribut n'existe plus."
"This attribute cannot be deleted.","Cet attribut ne peut pas être supprimé."
"This attribute cannot be edited.","Cet attribut ne peut pas être édité."
"This attribute cannot be updated.","Cet attribut ne peut pas être mis à jour."
"This attribute is used in configurable products. You cannot remove it from the attribute set.","Cet attribut est utilisé dans des produits configurables. Vous ne pouvez pas le retirer de ce jeu d'attributs."
"This attribute no longer exists","Cette attribut n'existe plus"
"This attribute set no longer exists.","Ce jeu d'attributs n'existe plus."
"This group contains attributes, used in configurable products. Please move these attributes to another group and try again.","Ce groupe contient des attributs utilisés dans des produits configurables. Déplacez ces attributs dans un autre groupe et réessayez."
"This group contains system attributes. Please move system attributes to another group and try again.","Ce groupe contient des attributs système. Veuillez déplacer les attributs système vers un autre groupe et réessayer."
"This is a required option","Cette option est requise"
"This product no longer exists.","Ce produit n'existe plus."
"This search no longer exists.","Cette recherche n'existe plus."
"Tier Pricing","Tarification par palier"
"Tile","Mosaïque"
"Time Format","Format d'heure"
"Title","Titre"
"To reindex the enabled product(s), the store or product must be specified.","Pour réindexer les produits activés, le magasin ou le produit doit être spécifié."
"Top/Left","En haut à gauche"
"Top/Right","En haut à droite"
"Total Qty Base Items","Quantité totale d'articles de base"
"Total incl. Tax: %1$s","Total TTC : %1$s"
"Total of %d record(s) have been deleted.","%d enregistrement(s) a (ont) été effacé(s)."
"Total of %d record(s) have been updated.","%d enregistrement(s) a (ont) été mis à jour."
"Type","Type"
"URL Rewrite Management","Gestion de réécriture d'URL"
"Unable to complete this request.","Impossible de satisfaire cette requête."
"Unable to find a search term to delete.","Impossible de trouver le terme de recherche à effacer."
"Unable to find an attribute to delete.","Impossible de trouver l'attribut à supprimer."
"Unable to get the product ID.","Impossible de récupérer l'identifiant de produit."
"Unassigned Attributes","Attributs non assignés"
"Unknown EAV indexer type ""%s"".","Type d'indexer EAV inconnu : ""%s""."
"Unknown attribute: %s.","Attribut inconnu : %s."
"Unsupported product type ""%s"".","Type de produit non supporté : ""%s""."
"Up-sells","Ventes incitatives"
"Update","Mettre à jour"
"Update Attributes","Mettre à jour les attributs"
"Update Tier Price","Mettre à jour les prix par palier"
"Update assigned product","Mettre à jour le produit assigné"
"Update attributes","Modifier les attributs"
"Update category","Mettre à jour la catégorie"
"Update product","Mettre à jour le produit"
"Update product image","Mettre à jour l'image du produit"
"Update product link","Mettre à jour le lien du produit"
"Update product tier prices","Mettre à jour les prix par palier"
"Upload new product image ","Uploader une nouvelle image de produit "
"Url Rewrite Management","Gestion de la réécriture d'URL"
"Use Canonical Link Meta Tag For Categories","Utiliser un lien canonique de meta tag pour les catégories"
"Use Canonical Link Meta Tag For Products","Utiliser un lien canonique de meta tag pour les produits"
"Use Categories Path for Product URLs","Utiliser le chemin des catégories pour l'URL des produits"
"Use Config Settings","Utiliser les paramètres de la configuration"
"Use Default Value","Utiliser la valeur par défaut"
"Use Flat Catalog Category","Utiliser le catalogue à plat pour les catégories"
"Use Flat Catalog Product","Utiliser le catalogue à plat pour les produits"
"Use In Layered Navigation","Utiliser dans la navigation par filtres"
"Use In Search Results Layered Navigation","Utiliser dans la navigation par filtres des résultats de recherche"
"Use JavaScript Calendar","Utiliser le calendrier JavaScript"
"Use Static URLs for Media Content in WYSIWYG for Catalog","Utiliser les URLs statiques pour le contenu média dans l'éditeur WYSIWYG pour le catalogue"
"Use To Create Configurable Product","Utiliser pour créer un produit configurable"
"Use Tree Like Category Sitemap","Utiliser l'arborescence des catégories pour le plan de site"
"Use default","Utilisation par défaut"
"Use for Promo Rule Conditions","Utiliser pour les conditions de règles de promotions"
"Use four-digit year format.","Utiliser les années sur 4 chiffres."
"Use in Advanced Search","Utiliser dans la recherche avancée"
"Use in Layered Navigation","Utiliser dans la navigation par filtres"
"Use in Layered Navigation<br/>(Can be used only with catalog input type 'Dropdown')","Utiliser dans la navigation par filtres<br/>(utilisable uniquement avec les entrées de type liste déroulante)"
"Use in Quick Search","Utiliser dans la recherche rapide"
"Used for Sorting in Product Listing","Utiliser pour le tri des listes de produits"
"Used in Product Listing","Utiliser dans les listes de produits"
"Value for ""%s"" is invalid.","La valeur pour ""%s"" est invalide."
"Value for ""%s"" is invalid: %s","La valeur pour ""%s"" est invalide : %s."
"Varchar","Varchar"
"View as","Afficher en"
"Virtual Product","Produit virtuel"
"Visibility","Visibilité"
"Visible","Visible"
"Visible on Catalog Pages on Front-end","Visible sur les pages du magasin"
"Visible on Product View Page on Front-end","Visible sur la page produit du magasin"
"WYSIWYG Editor","Éditeur WYSIWYG"
"Watermark","Filigrane"
"Watermark Default Size","Taille par défaut du filigrane"
"Watermark Opacity, Percent","Pourcentage d'opacité du filigrane"
"Watermark Position","Positionnement du filigrane"
"We Also Recommend","Nous vous recommandons également"
"Website","Site web"
"Websites","Sites web"
"Whether to show ""All"" option in the ""Show X Per Page"" dropdown.","Afficher l'option ""Toutes"" dans la liste déroulante ""Afficher X par page""."
"Wrong BuyRequest instance in options group.","Mauvaise instance BuyRequest dans le groupe d'options."
"Wrong option instance type in options group.","Mauvais type d'instance d'option dans le groupe d'options."
"Wrong option type to get group instance.","Type d'option incorrect pour récupérer l'instance de groupe."
"Wrong product instance type in options group.","Mauvais type d'instance de produit dans le groupe d'options."
"Wrong product type filter specified","Filtre de type de produit incorrect"
"Wrong quote item instance in options group.","Mauvaise instance d'article dans le groupe d'options."
"Wrong quote item option instance in options group.","Mauvaise instance d'option d'article dans le groupe d'options."
"Year Range","Période annuelle"
"Yes","Oui"
"You cannot email this product to a friend.","Vous ne pouvez pas envoyer ce produit à un ami."
"You cannot remove system attribute from this set.","Vous ne pouvez pas retirer un attribut système"
"You cannot send more than %d emails at a time.","Vous ne pouvez pas envoyer plus de %d emails à la fois."
"You have exceeded limit of %d sends in an hour.","Vous avez dépassé la limite de %d envois en une heure."
"You have no items to compare.","Vous n'avez pas d'articles à comparer."
"You have to specify at least one recipient.","Vous devez préciser au moins un destinataire."
"You may also be interested in the following product(s)","Vous pourriez également être intéressé par le(s) produit(s) suivant(s)"
"Zoom In","Zoom avant"
"Zoom Out","Zoom arrière"
"[GLOBAL]","[GLOBAL]"
"and","et"
"categories","catégories"
"each","pièce"
"ex. http://domain.com","Par ex : http://domaine.com"
"leave blank if its not an image","Laisser vide si ce n'est pas une image"
"per page","par page"
"products","Produits"
"px.","px."
"save","économisez"
"select all","tout sélectionner"
"unselect all","tout désélectionner"
"x","x"
"Prices","Prix"
"and above","et plus"
"Delete Tier","Effacer le palier"
"Meta Information","Informations méta"
"<br/>[STORE VIEW]","<br/>[VUE MAGASIN]"
"Descriptions","Descriptions"
"Computer Attributes","Attributs d'ordinateur"
"Display Settings","Paramètres d'affichage"
"and above","et plus"
"Delete Tier","Effacer le palier"
"Meta Information","Informations méta"
"Descriptions","Descriptions"
"<br/>[STORE VIEW]","<br/>[VUE MAGASIN]"
"Cell Phone Attributes","Attributs de téléphone mobile"
"Qty for Item's Status to become Out of Stock","Quantité pour que l'article soit considéré comme épuisé"
"An error occurred while saving the product.","Erreur lors de la sauvegarde du produit."
"An invalid group ID is specified, skipping the record.","L'ID de groupe spécifié est invalide, enregistrement ignoré."
"Attribute group with the "/name/" name already exists","Il existe déjà un groupe portant le nom \""/name/\""."
"Bundle Items","Articles packagés"
"Buy %1$s with %2$s discount each","Achetez-en %1$s et profitez d'une remise de %2$s par produit"
"Can't create image.","Impossible de créer l'image."
"Cancel","Annuler"
"Configure Product","Configurer le produit"
"Downloadable Information","Informations téléchargements"
"Maximum allowed image size for '%s' is %sx%s px.","La taille maxi autorisée pour les images '%s' est de %sx%s px."
"Minimum Qty for Item's Status to be Out of Stock","Quantité mini pour que l'article soit considéré comme épuisé"
"OK","OK"
"Please specify the product's option(s).","Veuillez spécifier la (les) option(s) de produit"
"Please specify the product's required option(s).","Spécifiez la ou les option(s) obligatoire(s)."
"Please wait...","Veuillez patienter..."
"Product ID","ID de produit"
"Product is not loaded","Le produit n'est pas chargé."
"Product name","Nom du produit"
"SKU length should be %s characters maximum.","La longueur maxi pour la référence est de %s caractères."
"Select Configurable Attributes","Sélectionnez les attributs configurables"
"Some of the processed products have no SKU value defined. Please fill it prior to performing operations on these products.","Certains des produits traités n'ont pas de référence (SKU) définie. Veuillez les renseigner avant d'effectuer des opérations sur ces produits."
"Some of the products below do not have all the required options. Please edit them and configure all the required options.","Certains articles ci-dessous n'ont pas toutes les options obligatoires. Éditez-les et configurez-les en renseignant les options obligatoires."
"The Flat Catalog module has a limit of %2$d filterable and/or sortable attributes. Currently there are %1$d of them. Please reduce the number of filterable/sortable attributes in order to use this module.","Le module de catalogue à plat a une limite de %2$d attributs filtrables et/ou triables. Il y en a actuellement %1$d. Réduisez le nombre d'attributs de ce type afin de pouvoir utiliser ce module."
"The base directory to upload file is not specified.","Le répertoire de base pour uploader l'image n'est pas spécifié."
"The file '%s' for '%s' has an invalid extension","Le fichier '%s' pour '%s' a une extension invalide."
"The file '%s' you uploaded is larger than %s Megabytes allowed by server","Le fichier '%s' téléchargé a une taille supérieure à %s Mo (maximum autorisé par le serveur)"
"The file you uploaded is larger than %s Megabytes allowed by server","Le fichier téléchargé a une taille supérieure à %s Mo (maximum autorisé par le serveur)"
"There was an error while request processing.","Une erreur est survenue lors du traitement de la demande."
"Upload new product image","Uploader une nouvelle image de produit"
"Use config","Utiliser la config"
"Wrong configuration item instance in options group.","Mauvaise instance d'élément de configuration dans le groupe d'options."
"Wrong configuration item option instance in options group.","Mauvaise instance d'option d'élément de configuration dans le groupe d'options."
"Wrong product type to extract configurable options.","Type de produit erroné pour l'extraction des options configurables."
"Images","Images"
"<strong style=""color:red"">Warning!</strong> Applying MAP by default will hide all product prices on the frontend.","<strong style=""color:red"">Attention !</strong> Appliquer le prix minimum affiché par défaut masquera tous les prix des produits sur le frontend."
"Actual Price","Prix ​​actuel"
"An error occurred while saving the URL rewrite","Erreur lors de la sauvegarde de la réécriture d'URL."
"Apply MAP (Default Value)","Appliquer les prix minimum affichés (valeur par défaut)"
"Before Order Confirmation","Avant la confirmation de commande"
"Buy %1$s","Achetez-en %1$s"
"Buy %1$s for","Achetez-en %1$s pour"
"Category move operation is not possible: parent category is equal to child category.","Le déplacement de la catégorie n'est pas possible : la catégorie mère est égale à la catégorie fille."
"Category move operation is not possible: the current category was not found.","Le déplacement de la catégorie n'est pas possible : la catégorie actuelle n'a pas été trouvée."
"Click for price","Cliquez pour afficher le prix"
"Default ""What's This"" Text Message","Texte par défaut du message ""Qu'est ce que c'est"""
"Default Popup Text Message","Texte du message de popup par défaut"
"Display Actual Price","Afficher les vrais prix"
"Enable MAP","Activer le prix minimum affiché"
"Failed to copy file %s. Please, delete media with non-existing images and try again.","Impossible de copier le fichier %s. Veuillez effacer les media dont les images n'existent pas et réessayez."
"In Cart","Dans le panier"
"Invalid attribute %s","Attribut invalide : %s"
"Minimum Advertised Price","Prix ​​minimum affiché"
"On Gesture","Au geste"
"Scope must not be changed, because the attribute is used in configurable products.","La portée ne doit pas être modifiée car l'attribut est utilisé dans des produits configurables."
"See price before order confirmation.","Voir le prix avant la confirmation de la commande"
"The Flat Catalog module has a limit of %2$d filterable and/or sortable attributes. Currently there are %1$d of them. Please reduce the number of filterable/sortable attributes in order to use this module","Le module de catalogue à plat a une limite de %2$d attributs filtrables et/ou triables. Il y en a actuellement %1$d. Réduisez le nombre d'attributs de ce type afin de pouvoir utiliser ce module."
"The model collection resource name is not defined.","Le nom de ressource de collection de modèle n'est pas défini."
"This attribute is used in configurable products.","Cet attribut est utilisé dans les produits configurables."
"To reindex the enabled product(s), the store or product must be specified","Pour réindexer les produits activés, le magasin ou le produit doit être spécifié."
"To see product price, add this item to your cart. You can always remove it later.","Pour voir le prix du produit, ajoutez cet article à votre panier. Vous pourrez toujours l'enlever plus tard."
"What's this?","Qu'est-ce que c'est ?"
"Thumbnail","Miniature"
"Manufacturer","Fabricant"
"Color","Couleur"
"Dimensions","Dimensions"
"In Depth","En détail"
"Model","Modèle"
"Activation Information","Informations d'activation"
"Brand","Marque"
"Size","Taille"
"General","Général"
"Gift Options","Options cadeau"
"%s and above","%s et plus"
"Add","Ajouter"
"Add Group Price","Ajouter un prix par groupe"
"Add attribute into attribute set","Ajouter un attribut au jeu d'attributs"
"Add group into attribute set","Ajouter un groupe au jeu d'attributs"
"Add new custom option into product","Ajouter une option personnalisable au produit"
"Add new values into custom option","Ajouter des valeurs à l'options personnalisable"
"Add option","Ajouter une option"
"An error occurred while deleting this review.","Erreur lors de la suppression de ce commentaire."
"An error occurred while saving this review.","Erreur lors de la sauvegarde de ce commentaire."
"Attribute Sets","Jeux d'attributs"
"Attribute add","Ajout d'attribut"
"Attribute code is invalid. Please use only letters (a-z), numbers (0-9) or underscore(_) in this field, first character should be a letter.","Les code d'attribut est invalide. Utilisez uniquement des lettres (a-z), des chiffres (0-9) our des underscores (_). Le premier caractère doit être une lettre."
"Attribute remove","Suppression d'attribut"
"Can be Divided into Multiple Boxes for Shipping","Peut être divisé en plusieurs colis pour la livraison"
"Catalog product custom option values API","API de valeurs d'options personnalisables pour les produits"
"Catalog product custom options API","API d'options personnalisables pour les produits"
"Clear Price","Effacer le prix"
"Create Permanent Redirect for URLs if URL Key Changed","Créer une redirection permanente pour les URLs si la clé d'URL change"
"Create attribute set based on another set","Créer un jeu d'attributs basé sur un autre jeu"
"Create new attribute","Créer un nouvel attribut"
"Custom options","Options personnalisables"
"Delete Group Price","Supprimer le prix pour le groupe"
"Delete attribute","Supprimer l'attribut"
"Display Price Interval as One Price","Afficher l'intervale de prix en un seul prix"
"Display Product Count","Afficher le nombre de produits"
"Duplicate website group price customer group.","Doublon dans la correspondance de prix pour un groupe client et pour un même site web."
"For the last time placed.","Lors de la dernière requête."
"Get full information about attribute with list of options","Récupérer l'information complète sur l'attribut avec la liste d'options"
"Get full information about custom option in product","Récupérer l'information complète sur l'option personnalisable dans le produit"
"Get list of available custom option types","Récupérer la liste des types d'options personnalisables disponibles"
"Get list of non-default attributes by product type and attributes set","Récupérer la liste des attributs pas par défaut par type de produit et jeu d'attributs"
"Get list of possible attribute types","Récupérer la liste des types d'attributs possibles"
"Group add","Ajout d'un groupe"
"Group remove","Suppression d'un groupe"
"Info","Informations"
"Interval Division Limit","Limite de division d'intervalle"
"List of types","Liste de types"
"Maximum Number of Price Intervals","Nombre maxi d'intervalles de prix"
"Maximum number of price intervals is 100","Le nombre maxi d'intervalles de prix est 100"
"Number of results","Nombre de résultats"
"Number of results (For the last time placed)","Nombre de résultats (retournés lors de la dernière recherche)"
"Option values","Valeurs d'option"
"Options","Options"
"Please specify the number of products, that will not be divided into subintervals.","Spécifiez le nombre de produits qui ne seront pas divisés en sous-intervalles."
"Qty for Item's Status to Become Out of Stock","Qté pour que le statut du produit passe à épuisé"
"Remove attribute from attribute set","Supprimer l'attribut du jeu d'attributs"
"Remove attribute set","Supprimer le jeu d'attributs"
"Remove custom option","Supprimer l'option personnalisable"
"Remove group from attribute set","Supprimer le groupe du jeu d'attributs"
"Remove option","Supprimer l'option"
"Remove value from custom option","Supprimer la valeur de l'option personnalisable"
"Rename existing group","Renommer un groupe existant"
"Rename group","Renommer le groupe"
"Retrieve list of option values","Récupérer la liste des valeurs d'option"
"Retrieve list of product custom options","Récupérer la liste des options personnalisables de produit"
"Retrieve option value info","Récupérer les informations d'une valeur d'option"
"This setting will be applied when all prices in the specific price interval are equal.","Ce paramétrage s'appliquera lorsque tous les prix seront égaux dans l'intervalle de prix spécifique."
"Total of %d record(s) were updated","%d enregistrement(s) ont été mis à jour"
"Update attribute","Mettre à jour l'attribut"
"Update custom option of product","Mettre à jour l'option personnalisable de produit"
"Update value of custom option","Mettre à jour les valeurs d'option personnalisable"
"Will make search for the query above return results for this search.","Exécutera la recherche pour la recherche ci-dessus et en retournera les résultats."
"""%s"" contains not only digit characters.","""%s"" doit contenir uniquement des chiffres."
"""%s"" does not fit the entered date format.","""%s"" ne correspond pas au format de date saisi."
"""%s"" exceeds the allowed file size.","""%s"" excède la taille maxi autorisée pour les fichiers."
"""%s"" exceeds the allowed length.","""%s"" excède la longueur autorisée."
"""%s"" has not only alphabetic and digit characters.","""%s"" doit contenir uniquement des caractères alphanumériques."
"""%s"" has not only alphabetic characters.","""%s"" doit contenir uniquement des caractères alphabétiques."
"""%s"" height exceeds allowed value of %s px.","La hauteur de ""%s"" excède la valeur de %s px."
"""%s"" invalid type entered.","Le type de ""%s"" saisi est invalide."
"""%s"" is a required value.","""%s"" est une valeur obligatoire."
"""%s"" is an empty string.","""%s"" est une chaîne vide."
"""%s"" is not a valid URL.","""%s"" n'est pas une URL valide."
"""%s"" is not a valid date.","""%s"" n'est pas une date valide."
"""%s"" is not a valid email address.","""%s"" n'est pas un email valide."
"""%s"" is not a valid file","""%s"" n'est pas un fichier valide."
"""%s"" is not a valid file extension.","""%s"" n'est pas une extension de fichier valide."
"""%s"" is not a valid file.","""%s"" n'est pas un fichier valide."
"""%s"" is not a valid hostname.","""%s"" n'est pas un nom d'hôte valide."
"""%s"" is not a valid image format","""%s"" n'est pas un format d'image valide"
"""%s"" length must be equal or greater than %s characters.","La longueur de ""%s"" doit être supérieure ou égale à %s caractères."
"""%s"" width exceeds allowed value of %s px.","La largeur de ""%s"" excède la valeur de %s px."
"* Required Fields","* Champs obligatoires"
"A new password has been sent.","Un nouveau mot de passe a été envoyé."
"ALL GROUPS","TOUS LES GROUPES"
"Account Dashboard","Tableau de bord du compte"
"Account Information","Informations du compte"
"Account Sharing Options","Options de partage de compte"
"Account confirmation is required. Please, check your e-mail for confirmation link. To resend confirmation email please <a href=""%s"">click here</a>.","Vous devez confirmer la création de compte. Pour ce faire, un email vous a été envoyé contenant le lien de confirmation. Si vous ne l'avez pas reçu, vérifiez votre filtre anti spam ou <a href=""%s"">cliquez ici</a> pour envoyer l'email à nouveau."
"Account confirmation is required. Please, check your email for the confirmation link. To resend the confirmation email please <a href=""%s"">click here</a>.","Une confirmation de création de compte est nécessaire. Vérifiez votre boîte mail et cliquez sur le lien de confirmation qui vous a été envoyé. Pour envoyer de nouveau l'email de confirmation, <a href=""%s"">cliquez ici</a>"
"Action","Action"
"Add New Address","Ajouter une nouvelle adresse"
"Add New Customer","Ajouter un nouveau client"
"Add New Customer Group","Ajouter un nouveau groupe de clients"
"Added From","Ajouté depuis"
"Additional Address Entries","Saisies d'adresses supplémentaires"
"Address","Adresse"
"Address Book","Carnet d'adresses"
"Address Books","Carnets d'adresses"
"Address Information","Informations d'adresse"
"Address Templates","Gabarit d'adresse"
"Addresses","Adresses"
"Admin","Administration"
"All","Tous"
"All Store Views","Toutes les vues magasin"
"All countries","Tous les pays"
"Always optional.","Toujours optionnel."
"Amount","Montant"
"An error occurred while deleting the address.","Erreur lors de la suppression de l'adresse."
"An error occurred while retrieving the option value: %s.","Erreur lors de la récupération de la valeur d'option : %s."
"An error occurred while saving the collection, aborting. Error: %s","Erreur lors de la sauvegarde de la collection. Erreur : %s."
"An invalid option ID is specified for %s (%s), skipping the record.","Identifiant d'option invalide pour %s (%s), ligne ignorée."
"Approved","Approuvé"
"Are you sure that you want to remove this item?","Êtes-vous sûr(e) de vouloir retirer cet article ?"
"Are you sure you want to cancel adding of this address?","Êtes-vous sûr(e) de vouloir annuler l'ajout de cette adresse ?"
"Are you sure you want to delete this address?","Êtes-vous sûr(e) de vouloir effacer cette adresse ?"
"Are you sure?","Êtes-vous sûr(e) ?"
"Array of Entity collections is expected.","Tableau de collections d'entités attendu."
"Assign a Customer Group","Assigner un groupe clients"
"Attribute object is undefined","L'objet attribut est indéfini"
"Average Sale","Ventes moyennes"
"Back","Retour"
"Back - link to the previously viewed page","Retour - Lien vers la dernière page visitée"
"Back to Login","Retour à l'identification"
"Bad request.","Non trouvé."
"Bill to Name","Nom (Fact.)"
"Bought From","Acheté sur"
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","En créant un compte sur notre boutique, vous pourrez passer vos commandes plus rapidement, enregistrer plusieurs adresses de livraison, consulter et suivre vos commandes, et plein d'autres choses encore."
"CSV","CSV"
"Cancel","Annuler"
"Cannot save address.","Impossible de sauvegarder l'adresse."
"Cannot save the customer.","Impossible de sauvegarder le client."
"Cannot share customer accounts globally because some customer accounts with the same emails exist on multiple websites and cannot be merged.","Impossible de partager les comptes clients globalement car il existe des comptes avec le même emails sur plusieurs sites web qui ne peuvent pas être fusionnés."
"Change Account Password","Modifier le mot de passe du compte"
"Change Billing Address","Modifier l'adresse de facturation"
"Change Password","Modifier le mot de passe"
"Change Shipping Address","Modifier"
"City","Ville"
"Company","Société"
"Config","Configuration"
"Confirm New Password","Confirmer le nouveau mot de passe"
"Confirm Password","Confirmer le mot de passe"
"Confirmation Link Email","Email de lien de confirmation"
"Confirmed","Confirmé"
"Contact Information","Informations de contact"
"Continue Shopping","Continuer vos achats"
"Country","Pays"
"Create","Créer"
"Create New Account Options","Options de création de nouveaux comptes"
"Create New Customer Account","Créer un nouveau compte client"
"Create Order","Créer une commande"
"Create an Account","Créer un compte"
"Create customer","Créer un client"
"Create customer address","Créer une adresse"
"Current Password","Mot de passe actuel"
"Customer","Client"
"Customer Account Edit Form","Formulaire de modification de compte client"
"Customer Account Login Form","Formulaire de connexion au compte client"
"Customer Account Logout Success","Réussite de la déconnexion du compte client"
"Customer Account Registration Form","Formulaire d'enregistrement de compte client"
"Customer Addresses","Adresses client"
"Customer Api","API client"
"Customer Configuration","Configuration client"
"Customer Forgot Password Form","Formulaire d'oubli de mot de passe client"
"Customer Group","Groupe de clients"
"Customer Groups","Groupes clients"
"Customer Information","Informations client"
"Customer Login","Identifiant client"
"Customer My Account (All Pages)","Client - Mon Compte - (toutes les pages)"
"Customer My Account Address Book","Carnet d'adresses"
"Customer My Account Address Edit Form","Formulaire de modification d'adresse"
"Customer My Account Dashboard","Client - Mon Compte - Tableau de bord"
"Customer Since","Client depuis"
"Customer View","Vue client"
"Customer collection expected.","Collection de clients attendue."
"Customer email is required.","L'email du client est obligatoire."
"Customer website ID must be specified when using the website scope.","L'identifiant du site web du client doit être renseigné lorsque la portée du site web est utilisée."
"Customer will stay on the current page if ""No"" is selected.","Le client restera sur la page en cours si ""Non"" est sélectionné."
"Customers","Clients"
"Customers Only","Clients seulement"
"Customers Section","Section client"
"DD","JJ"
"Date","Date"
"Date Added","Date d'ajout"
"Date of Birth","Date de naissance"
"Day","Jour"
"Days in Wishlist","Jours dans la liste d'envies"
"Default Addresses","Adresses par défaut"
"Default Billing Address","Adresse de facturation par défaut"
"Default Email Domain","Domaine de mail par défaut"
"Default Group","Groupe par défaut"
"Default Shipping Address","Adresse de livraison par défaut"
"Default Welcome Email","Email d'accueil par défaut"
"Delete","Supprimer"
"Delete Address","Effacer l'adresse"
"Delete Customer","Supprimer le client"
"Delete Customer Group","Supprimer le groupe de clients"
"Delete customer","Supprimer le client"
"Delete customer address","Supprimer l'adresse du client"
"Deleted Stores","Magasins effacés"
"Details","Détails"
"Disabled","Désactivé"
"Edit","Éditer"
"Edit Account Info","Éditer les informations du compte"
"Edit Account Information","Éditer les informations du compte"
"Edit Address","Éditer l'adresse"
"Edit Address Entry","Éditer la saisie d'adresse"
"Edit Customer Group ""%s""","Éditer le groupe clients ""%s"""
"Edit Customer Groups","Éditer les groupes de client"
"Edit Customer's Address","Éditer l'adresse du client"
"Edit Group","Éditer le groupe"
"Edit Newsletters","Éditer les newsletters"
"Email","Email"
"Email Address","Adresse mail"
"Email Sender","Expéditeur du mail"
"Email:","Email :"
"Entity collection is expected.","Une collection d'entités est attendue."
"Entity instance is not defined","L'instance d'entité n'est pas définie"
"Entity object is undefined","L'objet entité n'est pas défini"
"Failed to confirm customer account.","Impossible de confirmer le compte client"
"Fax","Fax"
"First Name","Prénom"
"Forgot Email Sender","Expéditeur du mail d'oubli"
"Forgot Email Template","Gabarit du mail d'oubli"
"Forgot Your Password?","Mot de passe oublié ?"
"Form Fields Before","Avant les champs du formulaire"
"Form code is not defined","Le code du formulaire n'est pas défini."
"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","Depuis le tableau de bord 'Mon compte', vous pouvez avoir un aperçu de vos récentes activités et mettre à jour les informations de votre compte. Sélectionnez un lien ci-dessous pour voir ou modifier les informations."
"Gender","Sexe"
"General Subscription","Je m'abonne"
"Generate Human-Friendly Customer ID","Générer un ID client facile à lire"
"Global","Global"
"Grand Total","Montant global"
"Group","Groupe"
"Group Information","Informations du groupe"
"Group Name","Nom de groupe"
"Guest","Invité"
"HTML","HTML"
"Hello, %s!","Bonjour, %s !"
"ID","ID"
"IP Address","Adresse IP"
"If you have an account with us, please log in.","Si vous avez déjà un compte, veuillez vous identifier."
"Invalid attribute option specified for attribute %s (%s), skipping the record.","L'option d'attribut est invalide pour %s (%s), ligne ignorée."
"Invalid attribute set specified, skipping the record.","Jeu d'attributs invalide, ligne ignorée."
"Invalid current password","Mot de passe actuel non valide"
"Invalid customer data","Données client non valides"
"Invalid email address.","Email invalide."
"Invalid login or password.","Identifiant ou mot de passe invalide."
"Invalid store specified, skipping the record.","Magasin invalide, ligne ignorée."
"Last Activity","Dernière activité"
"Last Date Subscribed","Date de dernière inscription"
"Last Date Unsubscribed","Date de dernière désinscription"
"Last Name","Nom"
"Last URL","Dernière URL"
